                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds 
                                    1550                                     1280                  1.0000000000000000E+000                  2.0000000000000000E-002                  4.4898690554276571E+009                  1.4066077975803941E+008                  5.7466872702637311E+003                  9.6848774281591332E-001                  9.9419316502995803E-001                 -1.5379265637650565E+000                  3.5988265643431883E-001                  8.8625656741660162E-006                  6.1960365076612722E-001                  2.1035026167404866E-005                  5.4556899405147482E-003                  8.8383210339862649E-003                  2.0994599496976601E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  6.6367610066561533E-001                  7.5094191821755210E-004                  3.1542806562749542E-001                  2.5668052596960387E-003                  2.0351285120720421E-003                  9.3531737836921505E-003                  2.0994599496976501E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999990170418E-001                  9.9398788328488774E-001                  9.9999999982757815E-001                  9.9387062411132954E-001                  9.9252106100178880E+003                  2.4378929824908186E+007                  1.0325375900911907E+010                  9.6866414156118441E-001                  9.6866414156118419E-001                  7.4321409788442162E-044                  2.3276183649426428E-002                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.4169196105970642E+017 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                     grav                                     rmid                              temperature                                  density                                  entropy                                 pressure                                       cp                               luminosity                           log_Lrad_div_L                             conv_L_div_L                                 brunt_N2 
                                       1                  1.0000000000000000E+000                 -2.5292269141558741E-003                  3.7596304700627279E+000                 -6.7963348729196253E+000                  4.7676951753874892E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.7729868318720019E+004                  9.9419242199034263E-001                  5.7495051863038198E+003                  1.5983251273683640E-007                  1.8775169377091917E+001                  5.8572690750212547E+004                  1.6450109398130041E+008                  9.6848774281591332E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.5565656924116101E-004 
                                       2                  9.9999999999949996E-001                 -2.5298760807324016E-003                  3.7603245128029301E+000                 -6.7915413576694101E+000                  4.7731836204053675E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.7729951217897102E+004                  9.9419002545545343E-001                  5.7587007729756988E+003                  1.6160643216955289E-007                  1.8768604339912429E+001                  5.9317606736424714E+004                  1.6454480584150279E+008                  9.6848774281591332E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.5334695036783610E-004 
                                       3                  9.9999999999837497E-001                 -2.5313206830044322E-003                  3.7616264714938432E+000                 -6.7828911190237813E+000                  4.7831375640024918E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.7730135695843186E+004                  9.9418567045857598E-001                  5.7759905163983049E+003                  1.6485756503503576E-007                  1.8756900148950546E+001                  6.0692854547364572E+004                  1.6462880906473011E+008                  9.6848774281591332E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.4283324622065004E-004 
                                       4                  9.9999999999650002E-001                 -2.5336809031464209E-003                  3.7635769648284376E+000                 -6.7707252541293022E+000                  4.7972569283313966E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.7730437102248001E+004                  9.9417946641181565E-001                  5.8019898515472532E+003                  1.6954100212842007E-007                  1.8740733708310156E+001                  6.2698467870062348E+004                  1.6475978359129745E+008                  9.6848774281591332E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.2481381774946792E-004 
                                       5                  9.9999999999400013E-001                 -2.5367409883182692E-003                  3.7670410425433802E+000                 -6.7510103145643390E+000                  4.8204429089860206E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.7730827888158416E+004                  9.9416926955434359E-001                  5.8484535172797505E+003                  1.7741473441028028E-007                  1.8715236120741714E+001                  6.6136759042436242E+004                  1.6500972719630063E+008                  9.6848774281591332E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.9967852383694608E-004 
                                       6                  9.9999999998899991E-001                 -2.5425897231735129E-003                  3.7710887382344649E+000                 -6.7312723368225145E+000                  4.8442396165434252E+000                  7.0000000000000018E-001                  2.7999999999999997E-001                  1.9999999999999796E-002                  2.7731574811826817E+004                  9.9415857702995181E-001                  5.9032168670736182E+003                  1.8566398306684178E-007                  1.8691393010783298E+001                  6.9861775136039229E+004                  1.6533890652285993E+008                  9.6848774281591332E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4578697257376424E-004 
                                       7                  9.9999999998587508E-001                 -2.5460828792134185E-003                  3.7743461931716418E+000                 -6.7170823835771563E+000                  4.8616972516379509E+000                  7.0000000000000029E-001                  2.7999999999999997E-001                  1.9999999999999796E-002                  2.7732020921470994E+004                  9.9415070918575732E-001                  5.9476608107904085E+003                  1.9183048129449519E-007                  1.8675354932956161E+001                  7.2727264321453156E+004                  1.6563790957685530E+008                  9.6848774281591332E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0945773462129582E-004 
                                       8                  9.9999999998275013E-001                 -2.5494638260676046E-003                  3.7777620237972478E+000                 -6.7037264064053783E+000                  4.8784806776934717E+000                  7.0000000000000029E-001                  2.7999999999999997E-001                  1.9999999999999796E-002                  2.7732452707753826E+004                  9.9414308694011000E-001                  5.9946250449368044E+003                  1.9782154690605553E-007                  1.8661287033734180E+001                  7.5592842738633568E+004                  1.6598845349739212E+008                  9.6848774281591332E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7057421631411569E-004 
                                       9                  9.9999999997962519E-001                 -2.5527424556731826E-003                  3.7813475045050766E+000                 -6.6911656437749185E+000                  4.8946400434285273E+000                  7.0000000000000029E-001                  2.7999999999999997E-001                  1.9999999999999796E-002                  2.7732871433350738E+004                  9.9413568875486280E-001                  6.0443207751420432E+003                  2.0362652799025574E-007                  1.8649072848135198E+001                  7.8458507689826598E+004                  1.6640050749963468E+008                  9.6848774281591332E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.2902950069521483E-004 
